,id,title,genre,original_price,discounted_price,release_date,developer,publisher,overall_rating,overall_vote_count,recent_rating,recent_vote_count,metacritic_score,tags,awards,description,platforms,minimum_requirements,recommended_requirements,similar_games
1581,799240,My Free Farm 2,Casual,Free,Free,"3 Apr, 2018",upjers,upjers,Mixed,362,Mixed,362,0,"['Free to Play', 'Casual', 'Simulation', 'Multiplayer', 'Building', 'Crafting', 'Agriculture', 'Singleplayer', 'Resource Management', 'Relaxing', 'Colorful', 'Adventure', 'Cartoony', 'Clicker', 'Cute', 'Mining', '3D Vision', 'Point & Click']",,,['win'],,,"[413150, 666140, 673950, 526870, 1106840, 387990, 787860, 648800, 1258080, 506140, 313120, 383120, 599140, 968970, 682990, 840010, 588430, 678900]"
1582,283160,House of the Dying Sun,Action,₹ 565,₹ 565,"1 Nov, 2016","Marauder Interactive, LLC","Marauder Interactive, LLC",Very Positive,23,Very Positive,1233,76,"['Action', 'Indie', 'Simulation', 'Space', 'Space Sim', 'VR', 'Sci-fi', 'Shooter', 'Singleplayer', 'Flight', 'First-Person', 'Early Access', 'Strategy', 'Great Soundtrack']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<a href=""https://steamcommunity.com/linkfilter/?url=http://www.kotaku.co.uk/2016/12/20/the-16-best-games-of-2016"" rel=""noopener"" target=""_blank""><img src=""https://steamcdn-a.akamaihd.net/steam/apps/283160/extras/KOTAKU-UK-BEST-GAMES-OF-2016-460x259.png?t=1577079246""/></a><br/><a href=""https://steamcommunity.com/linkfilter/?url=http://www.pcinvasion.com/best-pc-games-2016-paul"" rel=""noopener"" target=""_blank""><img src=""https://steamcdn-a.akamaihd.net/steam/apps/283160/extras/best-pc-games-2016-paul-360x203.jpg?t=1577079246""/></a> </div>",,,"['OS: Windows 7', 'Processor: 2.4GHz Quad Core Processor', 'Memory: 4 GB RAM', 'Graphics: DirectX 9.0c compatible, 2048 MB of VRAM', 'DirectX: Version 9.0c', 'Storage: 2 GB available space', 'Additional Notes: Installation of SteamVR is required for VR support.']","['OS: Windows 10', 'Processor: Intel i5-4590 equivalent or greater', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GTX 970 / AMD 290 equivalent or greater (DX11 for VR)', 'DirectX: Version 11', 'Storage: 2 GB available space', 'Additional Notes: As VR hardware improves and resolutions increase, recommended system requirements will increase as well.']","[359320, 392160, 1161580, 220200, 445220, 314650, 383840, 275850, 212070, 979110, 548430, 396750, 1237950, 727130, 823500, 252870, 223750, 428660]"
1583,952860,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),RPG,"₹ 1,310","₹ 1,310","14 Nov, 2018",Heluo Studio,"香港商河洛互動娛樂股份有限公司, 方块游戏",Very Positive,373,Mostly Positive,3233,0,"['RPG', 'Open World', 'Martial Arts', '3D Vision', 'Multiple Endings', 'Sandbox', 'Third Person', 'Story Rich', 'Puzzle', 'Loot', 'Moddable', '6DOF', 'Adventure', 'Singleplayer', 'Simulation', 'Turn-Based', 'Anime', 'Foreign', 'Dating Sim', 'JRPG']",,"Ho Tu Lo Shu: The Books of Dragon is the third title of Heluo Studio since its return to the PC game market with the game, Tale of Wuxia. It inherits the trademark feature of Heluo Studio, high degree of freedom for players, creating an wuxia style open world for the first time. With realistic art style and rich character development, Ho Tu Lo Shu：The Books of Dragon allows player to explore a vast wuxia world and create their own adventure with the company of various memorable characters.",['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 / 8 / System10 64bit', 'Processor: Intel Core i5', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 750', 'DirectX: Version 11', 'Storage: 20 GB available space', 'Sound Card: Direct Sound']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 / 8 / System10 64bit', 'Processor: Intel Core i7', 'Memory: 16 GB RAM', 'Graphics: NVIDIA GeForce GTX 1050ti', 'DirectX: Version 11', 'Storage: 20 GB available space', 'Sound Card: Direct Sound']",[388410]
1584,500260,Ben and Ed - Blood Party,Action,₹ 459,₹ 459,"13 Feb, 2018",Sluggerfly,Sluggerfly,Very Positive,20,Very Positive,907,0,"['Multiplayer', 'Zombies', 'Action', 'Co-op', 'Indie', 'Level Editor', 'Funny', 'Violent', 'Gore', 'Parkour', '3D Platformer', 'Horror', 'Platformer', 'Early Access', '4 Player Local', 'Third Person', 'Singleplayer']",,"Ben and Ed - Blood Party is a silly and gory 3d Platformer. Play alone or together online and survive deadly obstacle courses. Customize your zombie, create your own levels and upload them via Steam-Workshop.",['win'],"['OS: Windows 7, 64-bit, 32-bit', 'Processor: Intel CPU Core i3', 'Memory: 4 GB RAM', 'Graphics: Nvidia GTX 460', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 3 GB available space']","['OS: Windows 7, 64-bit, 32-bit', 'Processor: Intel CPU Core i7', 'Memory: 8 GB RAM', 'Graphics: Nvidia GPU GeForce GTX 660', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 3 GB available space']","[239140, 952060, 550, 232090, 495420, 476600, 880940, 381210, 493520, 386940, 287290, 543460, 438740, 555160, 967050, 342180, 265550, 1250]"
1585,105000,A New Beginning - Final Cut,Adventure,₹ 499,₹ 499,"11 Dec, 2012",Daedalic Entertainment,Daedalic Entertainment,Mixed,16,Mostly Positive,1026,72,"['Adventure', 'Point & Click', 'Indie', 'Singleplayer', 'Classic', 'Retro', 'Puzzle', 'Great Soundtrack', ""1990's"", 'Cult Classic', 'Masterpiece', 'Sci-fi', 'Time Travel']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/adventurecorner.png?t=1562662836""><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/De_Computerspielepreis.png?t=1562662836""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/GameStar.png?t=1562662836""><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/gamezone.png?t=1562662836""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/gamingxp_com.png?t=1562662836""><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/GGDA_best_soundtrack.png?t=1562662836""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/GGDA_best_story.png?t=1562662836""><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/GGDA_best_youth_game.png?t=1562662836""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/spieletipps.png?t=1562662836""><img src=""https://steamcdn-a.akamaihd.net/steam/apps/105000/extras/AT_87.png?t=1562662836""> </img></img></img></img></img></img></img></img></img></img></div>",,"['win', 'mac']","['OS:Windows Vista/7/8 ', 'Processor:2 GHz (Single Core) or 1.8 GHz (Dual Core) ', 'Memory:1500 MB RAM ', 'Graphics:OpenGL 2.0 compatible with 256 MB RAM (Shared Memory is not recommended) ', 'DirectX®:9.0c ', 'Hard Drive:5 GB HD space ', 'Sound:DirectX compatible']","['OS:Windows Vista/7/8 ', 'Processor:2.5 GHz (Single Core) or 2 GHz (Dual Core) ', 'Memory:2 GB RAM ', 'Graphics:OpenGL 2.0 compatible with 512 MB RAM (Shared Memory is not recommended) ', 'DirectX®:9.0c ', 'Hard Drive:5 GB HD space ', 'Sound:DirectX compatible']","[787480, 569860, 730820, 32360, 239030, 32460, 1019310, 730830, 220740, 388210, 292910, 33600, 6010, 757300, 753640, 316790, 823500, 844590]"
1586,477740,Zero Escape: The Nonary Games,Adventure,₹ 699,₹ 699,"24 Mar, 2017","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Very Positive,53,Overwhelmingly Positive,1518,86,"['Story Rich', 'Visual Novel', 'Puzzle', 'Mystery', 'Psychological Horror', 'Choices Matter', 'Multiple Endings', 'Adventure', 'Anime', 'Great Soundtrack', 'Atmospheric', 'Sci-fi', 'Singleplayer', 'Horror', 'Gore', 'Violent', 'Point & Click', 'Time Travel', 'Thriller', 'Detective']",,"Kidnapped and taken to an unfamiliar location, nine people find themselves forced to participate in a diabolical Nonary Game by an enigmatic mastermind called Zero. Why were they there? Why were they chosen to put their lives on the line as part of a dangerous life and death game? Who can be trusted? Tensions rise as the situation becomes more and more dire, and the nine strangers must figure out how to escape before they wind up dead.",['win'],,,"[567640, 413410, 413420, 311240, 787480, 412830, 319630, 948740, 1222140, 825630, 653530, 350640, 324160, 960910, 970570, 532210, 1210030, 753640]"
1587,510510,WWE 2K17,Simulation,₹ 999,₹ 999,"6 Feb, 2017","Visual Concepts, Yuke's Co., LTD",2K,Mixed,967,Mixed,967,61,"['Sports', 'Wrestling', 'Simulation', 'Violent', 'Fighting', 'Multiplayer', 'Action', 'Character Customization', 'Singleplayer']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: 64-bit: Windows® 7 (latest updates)', 'Processor: Intel Core i5-3550 / AMD FX 8150', 'Memory: 4 GB RAM', 'Graphics: GeForce GTX 660 / Radeon HD 7770', 'DirectX: Version 11', 'Storage: 50 GB available space', 'Sound Card: DirectX 9.0c compatible sound card', 'Additional Notes: At least 2 GB DDR Video Memory']","['Requires a 64-bit processor and operating system', 'OS: 64-bit: Windows® 7, Windows® 8 (8.1) or Windows® 10 (latest updates)', 'Processor: Intel Core i7 3770 / AMD FX-8350', 'Memory: 8 GB RAM', 'Graphics: Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290', 'DirectX: Version 11', 'Storage: 50 GB available space', 'Sound Card: DirectX 9.0c compatible sound card']","[817130, 564230, 1015500, 389730, 976310, 664430, 1089350, 996470, 816020, 266410, 431240, 805550, 928600, 690790, 518790, 988910, 378860, 228380]"
1588,668210,Super Fancy Pants Adventure,Action,₹ 369,₹ 369,"20 Sep, 2017",Borne Games,Kongregate,Very Positive,15,Very Positive,585,0,"['Indie', 'Adventure', 'Action', 'Casual', 'Platformer', 'Parkour', '2D', 'Multiplayer', 'Great Soundtrack', 'Singleplayer', 'Fast-Paced', 'Stylized', 'Side Scroller']",,"Super Fancy Pants Adventure is the culmination of a decade of perfecting the Fancy Pants adventures.  For the first time on PC, here comes Fancy Pants man!","['win', 'mac']","['OS: Windows 7, Windows 8.1, Windows 10 64 Bit', 'Processor: 2.5GHz', 'Memory: 2048 MB RAM', 'DirectX: Version 9.0c', 'Storage: 200 MB available space']","['OS: Windows 7, Windows 8.1, Windows 10 64 Bit', 'Processor: 2.2GHz', 'Memory: 2048 MB RAM', 'DirectX: Version 9.0c', 'Storage: 200 MB available space']","[17410, 386940, 367520, 985890, 382560, 207140, 261570, 774861, 268910, 504230, 368500, 383980, 289650, 460950, 557340, 238460, 323850, 690640]"
1589,758330,Shenmue I & II,Action,"₹ 2,749","₹ 2,749","21 Aug, 2018",D3T,SEGA,Very Positive,1008,Very Positive,1008,0,"['Adventure', 'Story Rich', 'Open World', 'Martial Arts', 'Action', 'Classic', 'RPG', 'Atmospheric', 'Fighting', 'Great Soundtrack', 'Quick-Time Events', 'Cult Classic', 'Singleplayer', 'Retro', 'Masterpiece', 'JRPG', 'Epic', 'Simulation', ""Beat 'em up"", 'Anime']",,,['win'],,,"[292030, 22320, 595520, 489830, 359870, 39140, 39210, 632470, 360430, 349040, 377840, 637650, 753640, 746850, 524220, 412020, 307690, 377160]"
1590,649790,Harvest Life,Casual,₹ 459,₹ 459,"10 Nov, 2017",bumblebee,rokaplay,Mixed,160,Mixed,160,0,"['Farming Sim', 'Simulation', 'Casual', 'Indie', 'Crafting', 'Agriculture', 'Family Friendly', 'Management', 'Singleplayer', 'Building', 'Fishing', 'Relaxing', 'Adventure', 'Cute', 'Controller']",,Put on those rubber boots and fetch your pitchfork! Here's what this farm simulation has in stock for you: Manage and expand your very own sustainable organic farm!,"['win', 'mac', 'linux']",,,"[413150, 666140, 787860, 678900, 673950, 962580, 840010, 979120, 495560, 613100, 599140, 641320, 294100, 493340, 255710, 979110, 621060, 1062160]"
1591,1051200,Trover Saves the Universe,Action,₹ 699,₹ 699,"4 Jun, 2019","Squanch Games, Inc.","Squanch Games, Inc.",Very Positive,74,Very Positive,1800,0,"['Adventure', 'Indie', 'Action', 'VR', 'Comedy', 'Dark Humor', '3D Platformer', 'Funny', 'Singleplayer', 'Dark Comedy', 'Platformer', 'Psychological Horror', 'Gore', 'Colorful', 'Atmospheric']",,,,"['Requires a 64-bit processor and operating system', 'OS: Windows 7/8.1/10 (64-bit versions)', 'Processor: Intel Core i5-2400/AMD FX-8320 or better', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better', 'Storage: 25 GB available space']","['Requires a 64-bit processor and operating system', 'Graphics: NVIDIA GeForce GTX 1060, AMD Radeon RX 480 equivalent or better', 'Storage: 25 GB available space']","[620, 707030, 1071870, 253230, 508440, 400, 240720, 413410, 1061090, 731490, 967050, 213670, 900270, 238460, 657200, 223470, 1216320, 12200]"
1592,498240,Batman - The Telltale Series,Adventure,₹ 499,₹ 499,"2 Aug, 2016","LCG Entertainment, Inc.","Athlon Games, Inc.",Very Positive,56,Mostly Positive,7447,0,"['Batman', 'Adventure', 'Story Rich', 'Superhero', 'Choices Matter', 'Singleplayer', 'Episodic', 'Action', 'Atmospheric', 'Quick-Time Events', 'Point & Click', 'Dark', 'Comic Book', 'Choose Your Own Adventure', 'Detective', 'Noir', 'Violent', 'Visual Novel', 'Gore', 'Hidden Object']",,Enter the fractured psyche of Bruce Wayne and discover the powerful and far-reaching consequences of your choices as the Dark Knight.,['win'],,,"[208650, 675260, 209000, 200260, 532210, 35140, 319630, 292030, 207610, 379430, 427290, 250320, 554620, 752590, 20920, 108710, 261030, 203160]"
1593,676420,SiNKR,Casual,₹ 125,₹ 125,"12 Oct, 2017",Robert Wahler,Wahler Digital,Very Positive,270,Very Positive,270,0,"['Casual', 'Puzzle', 'Indie', 'Minimalist', 'Relaxing', 'Strategy', 'Stylized', 'Abstract', 'Turn-Based', 'Difficult', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', '2D', 'Touch-Friendly', 'Family Friendly', 'Physics', 'Controller', 'Simulation', 'Sci-fi']",,,"['win', 'mac', 'linux']","['OS: Windows Vista SP1+', 'Processor: SSE2 instruction set support', 'Memory: 1 GB RAM', 'DirectX: Version 10', 'Storage: 500 MB available space']",['OS: Windows 7/Windows 10'],"[638230, 1046030, 367450, 1137350, 287980, 973220, 282800, 465100, 540840, 219890, 1223500, 679900, 266010, 1040550, 322450, 1190160, 316610, 977230]"
1594,248390,Craft The World,Indie,₹ 563,₹ 563,"24 Nov, 2014",Dekovir Entertainment,Black Maple Games,Very Positive,74,Very Positive,8937,0,"['Sandbox', 'Crafting', 'Colony Sim', 'Building', 'Survival', 'Strategy', 'Indie', 'Simulation', '2D', 'Multiplayer', 'RPG', 'Singleplayer', 'Open World', 'City Builder', 'Resource Management', 'Fantasy', 'Adventure', 'God Game', 'Tower Defense', 'Side Scroller']",,"Craft The World is a unique sandbox strategy game, the  mix of Dungeon Keeper, Terraria and Dwarf Fortress.","['win', 'mac']","['OS: Windows Vista or later', 'Processor: 2.0 GHz Dual Core CPU', 'Memory: 1 GB RAM', 'Graphics: Intel Graphics', 'DirectX: Version 9.0', 'Storage: 200 MB available space']","['OS: Windows Vista or later', 'Processor: 2.4 Ghz Dual Core CPU', 'Memory: 4 GB RAM', 'Graphics: 512 MB graphics memory (Radeon HD 4600, GeForce 8600)', 'DirectX: Version 9.0', 'Storage: 200 MB available space']","[294100, 979110, 457140, 233860, 105600, 233450, 387990, 648800, 526870, 323190, 440900, 242920, 366090, 933820, 244850, 242760, 427520, 858810]"
1595,1161800,URO2,Adventure,₹ 459,₹ 459,"28 Oct, 2019",AECRNIA,AnelaGamesStudio,5 user reviews,- Need more user reviews to generate a score,5 user reviews,- Need more user reviews to generate a score,0,"['Casual', 'Indie', 'Adventure', 'Rhythm', 'Music', 'Anime', 'Cyberpunk', 'Atmospheric', 'Singleplayer', 'Colorful', 'Cartoon', 'Cute', '2.5D', 'Score Attack', 'Family Friendly', 'Dark Humor', 'Female Protagonist', 'Controller', 'Soundtrack', 'Music-Based Procedural Generation']",,,['win'],,,"[774171, 433340, 447530, 1122720, 1058830, 715560, 324160, 602520, 1102130, 481510, 714120, 914800, 384190, 465100, 1198400, 449610, 1122100, 493540]"
1596,887370,Element Space,Action,₹ 569,₹ 569,"14 Feb, 2019",Sixth Vowel,Inca Games,Mixed,169,Mixed,169,0,"['Strategy', 'RPG', 'Action', 'Turn-Based Combat', 'Sci-fi', 'Indie', 'Tactical', 'Turn-Based Tactics', 'Turn-Based', 'Choices Matter', 'Story Rich', 'Turn-Based Strategy', 'Tactical RPG', 'Strategy RPG', 'Nonlinear', 'Lore-Rich', 'Funny', 'Early Access', 'Puzzle', 'Short']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: Intel Core i3-4170', 'Memory: 8 GB RAM', 'Graphics: GeForce GTX 550 Ti / Radeon HD 7770', 'DirectX: Version 11', 'Storage: 10 GB available space', 'Additional Notes: Average of 30 frames per second at medium settings and 720p']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel Core i5-7600K', 'Memory: 8 GB RAM', 'Graphics: Nvidia GeForce GTX 980 / Radeon RX 580', 'DirectX: Version 12', 'Storage: 10 GB available space']","[470310, 485460, 268500, 489630, 637090, 699170, 673880, 1184050, 601840, 803600, 790820, 1022310, 200510, 718850, 807120, 365360, 612570, 607050]"
1597,201290,Sins of a Solar Empire: Trinity®,Indie,₹ 529,₹ 529,"16 Nov, 2011","Ironclad Games, Stardock Entertainment",Stardock Entertainment,Mostly Positive,535,Mostly Positive,535,87,"['4X', 'PvP', 'PvE', 'Real-Time', 'Strategy', 'RTS', 'Space Sim', '3D', 'Base Building', 'Tactical', 'Space', 'Sci-fi', 'Military', 'Diplomacy', 'Management', 'Building', 'Moddable', 'Pirates', 'War', 'Aliens']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
																				PC Gamer<br>
<br>
Games of the Year Winner<br>
<br>
<br>
GameSpy<br/>
<br/>
PC Top 10 Games of the Year Winner<br/>
<br/>
<br/>
Gamespot<br/>
<br/>
Best of 2008																			</br></br></br></br></br></div>",,['win'],"['OS:Windows 10 / 8.1 / 7 / Vista SP2 / XP SP3 ', 'Processor:Intel Pentium 4 1.8 GHz or Equivalent ', 'Memory:512 MB RAM ', 'Graphics:128 MB DirectX 9.0c Compatible Video Card w/Pixel Shader 2.0 Support ', 'DirectX®:dx90c ', 'Hard Drive:4 GB HD space ', 'Sound:DirectX 9.0c Compatible Sound Card ', 'Other Requirements:Broadband Internet connection, also to activate this game you must create a Stardock account while launching the game on Steam. ']","['OS:Windows 10 / 8.1 / 7 / Vista SP2 / XP SP3 ', 'Processor:Dual-Core Processor ', 'Memory:1 GB RAM ', 'Graphics:256 MB DirectX 9.0c Compatible Video Card w/Pixel Shader 2.0 Support ', 'DirectX®:dx90c ', 'Hard Drive:4 GB HD space ', 'Sound:DirectX 9.0c Compatible Sound Card ', 'Other Requirements:Broadband Internet connection ']","[204880, 226860, 4570, 507490, 339600, 40100, 271240, 510500, 755800, 4580, 9350, 419480, 573410, 524010, 9310, 261470, 202200, 297920]"
1598,1200720,Making*Lovers,Casual,₹ 699,₹ 699,"3 Apr, 2020",Smee,NekoNyan Ltd.,Very Positive,179,Very Positive,179,0,"['Simulation', 'Casual', 'Visual Novel', 'Sexual Content', 'Nudity', 'Dating Sim', 'Anime', 'Romance', 'Story Rich', 'Hentai']",,,['win'],,,"[459820, 333600, 602520, 420110, 777130, 1250650, 668630, 1217390, 611790, 1144400, 1047440, 817840, 644560, 743450, 751440, 324160, 339800, 654880]"
1599,223830,Xenonauts,Indie,₹ 619,₹ 619,"16 Jun, 2014",Goldhawk Interactive,Goldhawk Interactive,Mostly Positive,26,Very Positive,2354,77,"['Turn-Based Strategy', 'Strategy', 'Sci-fi', 'Turn-Based', 'Aliens', 'Turn-Based Tactics', 'Singleplayer', 'Indie', 'Tactical', 'Turn-Based Combat', 'Isometric', 'Base Building', 'Simulation', 'Kickstarter', 'Cold War', 'Remake', '2D', 'RPG', 'Masterpiece', 'Atmospheric']",,,"['win', 'mac', 'linux']","['OS:Windows 8 / 7 SP1 / Vista SP2 ', 'Processor:Intel 2 GHz ', 'Memory:1 GB RAM ', 'Graphics:Integrated Graphics ', 'Hard Drive:3 GB HD space ', 'Sound:Integrated ', 'Monitor:1280x720 pixels minimum']","['Memory:2 GB RAM ', 'Graphics:512 MB DirectX 9.0c Compliant Video Card  ', 'Hard Drive:Solid State Hard Drive']","[268500, 200510, 882100, 489630, 637090, 470310, 673880, 1184050, 214950, 65980, 544610, 590380, 559100, 1072040, 485460, 607050, 699170, 1022310]"
1600,203350,King's Bounty: Warriors of the North,RPG,₹ 369,₹ 369,"25 Oct, 2012",1C-SoftClub,1C Entertainment,Very Positive,630,Very Positive,630,74,"['RPG', 'Strategy', 'Turn-Based Strategy', 'Tactical', 'Turn-Based', 'Strategy RPG', 'Fantasy', 'Tactical RPG', 'Adventure', 'Hex Grid', 'Masterpiece', 'Singleplayer']",,,"['win', 'mac']","['OS:Windows XP/Vista/7 ', 'Processor:2.6 GHz and better ', 'Memory:1 GB RAM ', 'Graphics:nVidia GeForce 6600 with 128 Mb VRAM or similar AMD card ', 'DirectX®:9.0c ', 'Hard Drive:8 GB HD space ', 'Sound:DirectX 9.0c compliant']","['OS:Windows 7 ', 'Processor:3 GHz and better ', 'Memory:2 GB RAM ', 'Graphics:nVidia or AMD card with 512 Mb VRAM or more ', 'DirectX®:9.0c ', 'Hard Drive:8 GB HD space ', 'Sound:DirectX 9.0c compliant']","[470310, 268500, 289130, 699170, 637090, 226840, 594570, 803600, 485460, 8930, 364360, 728530, 290340, 214950, 489630, 237990, 297000, 780290]"
1601,268890,Masters of the World - Geopolitical Simulator 3,Simulation,₹ 769,₹ 769,"5 Feb, 2014",Eversim,Eversim,Mixed,494,Mixed,494,0,"['Political Sim', 'Simulation', 'Strategy', 'Politics', 'Political', 'Grand Strategy', 'Economy', 'Management', 'Masterpiece']",,,"['win', 'mac']","['OS: Windows 10, 8, 7, Vista, Xp', 'Processor: 1.6 Ghz', 'Memory: 4 GB RAM', 'DirectX: Version 9.0c', 'Storage: 2 GB available space']","['OS: Windows 10, 8, 7, Vista, Xp', 'Processor: 2.4 Ghz', 'Memory: 4 GB RAM', 'Graphics: Nvidia or AMD with 512Mb RAM', 'DirectX: Version 9.0c', 'Storage: 2 GB available space']","[859580, 492720, 203770, 42960, 236850, 245470, 784150, 1184770, 603850, 467520, 1029630, 553260, 1088790, 683940, 282400, 25800, 1188680, 491950]"
1602,107100,Bastion,Action,₹ 459,₹ 459,"16 Aug, 2011",Supergiant Games,Supergiant Games,Very Positive,141,Overwhelmingly Positive,22910,86,"['Great Soundtrack', 'Indie', 'Action', 'Narration', 'Singleplayer', 'RPG', 'Hack and Slash', 'Story Rich', 'Dynamic Narration', 'Isometric', 'Adventure', 'Action RPG', 'Masterpiece', 'Fantasy', 'Atmospheric', 'Colorful', 'Post-apocalyptic', '2D', 'Music', 'Twin Stick Shooter']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/107100/extras/bastion_laurels.png?t=1577946938""><br/><br/>Winner of the Game Developers Choice Award for Best Debut and Best Downloadable Game, the Academy of Interactive Arts and Sciences Award for Downloadable Title of the Year, the VGA Award for Best Downloadable Game, Best Original Song, and Best Original Score, the Inside Gaming Award for Best Downloadable Game, Best Indie Game, and Best Original Score, and named by The Associated Press, Entertainment Weekly, TIME Magazine, USA Today, NPR, CNN, Wired, Paste Magazine, A.V. Club, IGN, TotalBiscuit, Joystiq, and dozens more as one of the best games of 2011.																			</img></div>",,"['win', 'mac', 'linux']",,,"[1222140, 637650, 632470, 292030, 924980, 524220, 1145360, 960990, 475150, 527430, 899770, 489830, 424370, 219990, 582010, 374320, 589360, 595520]"
1603,733790,Not Tonight,Adventure,₹ 529,₹ 529,"17 Aug, 2018",PanicBarn,No More Robots,Very Positive,12,Very Positive,903,71,"['Simulation', 'Life Sim', 'RPG', 'Pixel Graphics', 'Political', 'Alternate History', 'Dystopian', 'Politics', 'Indie', '2D', 'Adventure', 'Great Soundtrack', 'Singleplayer', 'Story Rich', 'Multiple Endings', 'Difficult', 'Retro', 'Addictive', 'Replay Value', 'Puzzle']",,,['win'],"['OS: Windows 8 or later', 'Processor: Intel Core i5', 'Memory: 2 GB RAM', 'Graphics: Nvidia Geforce GTX 550/equivalent or higher', 'DirectX: Version 10', 'Storage: 3 GB available space']","['OS: Windows 10', 'Processor: High-range Intel Core i5', 'Memory: 4 GB RAM', 'Graphics: Nvidia Geforce GTX 760/equivalent or higher', 'DirectX: Version 11', 'Storage: 3 GB available space']","[239030, 447530, 1147550, 599140, 894940, 758870, 606150, 701160, 475550, 491950, 926140, 420530, 918820, 368620, 257850, 298630, 368340, 1003090]"
1604,1147490,Frontline: Western Front,Indie,₹ 165,₹ 165,"13 Sep, 2019",Frontline: Games Series,Frontline: Games Series,Positive,21,Positive,21,0,"['Strategy', 'Simulation', 'Indie', 'World War II', 'Turn-Based Tactics', 'Wargame', 'Hex Grid', 'Turn-Based', 'Turn-Based Strategy', 'Tanks', 'Historical', 'Tactical', 'Singleplayer', 'Grand Strategy', 'Military', 'Great Soundtrack', 'Sandbox', 'Adventure', 'Action', '2.5D']",,Action-packed World War 2 strategy game that puts you in command of the Allied forces or the German Wehrmacht in an epic struggle for control of Western Europe.,['win'],"['OS: Xp', 'Processor: P4', 'Memory: 512 MB RAM', 'Graphics: 256', 'Storage: 1024 MB available space', 'Sound Card: Any on-board chip will work.']","['OS: Windows 10', 'Processor: Dual-Core Intel i5 CPU @ 2GHz+', 'Memory: 2048 MB RAM', 'Graphics: Intel 4xxx Series w/ 512MB VRAM or better', 'Storage: 1024 MB available space', 'Sound Card: Any']","[1072040, 289070, 809230, 489630, 8930, 919640, 214950, 34030, 244450, 312450, 289130, 572410, 1011390, 673880, 268400, 470310, 1022310, 1200330]"
1605,914020,Gibbous -  A Cthulhu Adventure,Adventure,₹ 529,₹ 529,"7 Aug, 2019",Stuck In Attic,Stuck In Attic,Very Positive,21,Very Positive,547,74,"['Noir', 'Funny', 'Point & Click', 'Story Rich', 'Puzzle', 'Lovecraftian', 'Hand-drawn', 'Indie', 'Cats', 'Comedy', 'Adventure', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Fantasy', 'Family Friendly', 'Gothic', 'Visual Novel']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/914020/extras/AWARDS.png?t=1581421786""> </img></div>",,"['win', 'mac', 'linux']","['Requires a 64-bit processor and operating system', 'OS: Microsoft Windows XP(SP2+)/Vista/7/8/8.1 (64-bit)', 'Processor: 2,5 GHz Intel Core i3 or AMD Athlon', 'Memory: 4 GB RAM', 'Graphics: Dedicated video graphics card with 2GB of memory', 'DirectX: Version 9.0c', 'Storage: 20 GB available space', 'Additional Notes: Requires a 64-bit processor and operating system']","['Requires a 64-bit processor and operating system', 'OS: Microsoft Windows 7/8/10 (64-bit)', 'Processor: Intel Core i5-3470, 3.20GHz or AMD FX-6300, 3.5Ghz', 'Memory: 8 GB RAM', 'Graphics: nVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB', 'DirectX: Version 11', 'Storage: 20 GB available space', 'Additional Notes: Requires a 64-bit processor and operating system']","[787480, 220740, 683320, 238460, 569860, 316790, 1019310, 501790, 465100, 421050, 456750, 383870, 761460, 32360, 214340, 541570, 790740, 421740]"
